輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
1,1,python/check_md_code_blocks.py,check_code_blocks(),check_python_code_blocks(),0,,bandit,,,,success,
1,2,python/docs/src/_extension/code_lint.py,write_doc(),lint_code_blocks(),0,,bandit,,,,success,
1,3,python/docs/src/conf.py,generate_api_reference(),generate_api_reference(),0,,bandit,,,,success,
1,4,python/packages/agbench/src/agbench/run_cmd.py,run_scenario_natively(),run_scenario_natively(),,,bandit,,,,failed,syntax error while parsing AST from file
1,5,python/packages/autogen-ext/src/autogen_ext/code_executors/_common.py,lang_to_cmd(),lang_to_cmd(),,,bandit,,,,failed,syntax error while parsing AST from file
1,6,python/packages/autogen-ext/src/autogen_ext/code_executors/docker/_docker_code_executor.py,_setup_functions(),_initialize_functions(),0,,bandit,,,,success,
1,7,python/packages/autogen-ext/src/autogen_ext/code_executors/local/__init__.py,_execute_code_dont_check_setup(),_execute_code_dont_check_setup(),,,bandit,,,,failed,syntax error while parsing AST from file
1,8,python/packages/autogen-ext/tests/code_executors/test_commandline_code_executor.py,create_venv_with_uv(),create_venv_with_uv(),,,bandit,,,,failed,syntax error while parsing AST from file
1,9,python/packages/autogen-studio/autogenstudio/lite/studio.py,shutdown_port(),terminate_port_process(),,,bandit,,,,failed,syntax error while parsing AST from file
1,10,python/samples/gitty/src/gitty/__main__.py,check_gh_cli(),verify_github_cli_installed(),0,,bandit,,,,success,
1,11,python/samples/gitty/src/gitty/_config.py,get_repo_root(),find_repository_root(),0,,bandit,,,,success,
1,12,python/samples/gitty/src/gitty/_db.py,fetch_and_update_issues(),retrieve_and_refresh_issues(),0,,bandit,,,,success,
1,13,python/samples/gitty/src/gitty/_github.py,fetch_issue_summaries(),retrieve_issue_summaries(),0,,bandit,,,,success,
