輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
1,1,.azure-pipelines/scripts/publish-codecov.py,run(),run(),1,54,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,2,hacking/azp/incidental.py,combine(),combine(),,,bandit,,,,failed,syntax error while parsing AST from file
1,3,hacking/create-bulk-issues.py,create(),create(),,,bandit,,,,failed,syntax error while parsing AST from file
1,4,hacking/report.py,query_database(),query_database(),0,,bandit,,,,success,
1,5,hacking/test-module.py,ansiballz_setup(),ansiballz_setup(),,,bandit,,,,failed,syntax error while parsing AST from file
1,6,hacking/update-sanity-requirements.py,freeze_requirements(),freeze_requirements(),2,"49,53",bandit,HIGH,LOW,subprocess call - check for execution of untrusted input. | subprocess call - check for execution of untrusted input.,success,
1,7,lib/ansible/_internal/_ssh/_agent_launch.py,_launch_ssh_agent(),_launch_ssh_agent(),1,45,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,8,lib/ansible/cli/__init__.py,get_password_from_file(),get_password_from_file(),1,621,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,9,lib/ansible/cli/config.py,_get_settings_vars(),_get_settings_vars(),0,,bandit,,,,success,
1,10,lib/ansible/cli/pull.py,run(),run(),0,,bandit,,,,success,
1,11,lib/ansible/executor/module_common.py,_extract_interpreter(),_extract_interpreter(),0,,bandit,,,,success,
1,12,lib/ansible/executor/task_executor.py,start_connection(),start_connection(),1,1219,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,13,lib/ansible/galaxy/collection/concrete_artifact_manager.py,_extract_collection_from_git(),_extract_collection_from_git(),,,bandit,,,,failed,syntax error while parsing AST from file
1,14,lib/ansible/galaxy/collection/gpg.py,run_gpg_verify(),run_gpg_verify(),,,bandit,,,,failed,syntax error while parsing AST from file
1,15,lib/ansible/module_utils/basic.py,_clean_args(),_clean_args(),,,bandit,,,,failed,syntax error while parsing AST from file
1,16,lib/ansible/module_utils/common/respawn.py,probe_interpreters_for_module(),probe_interpreters_for_module(),0,,bandit,,,,success,
1,17,lib/ansible/module_utils/distro/_distro.py,_lsb_release_info(),_lsb_release_info(),,,bandit,,,,failed,syntax error while parsing AST from file
1,18,lib/ansible/module_utils/facts/system/cmdline.py,_parse_proc_cmdline(),_parse_proc_cmdline(),0,,bandit,,,,success,
1,19,lib/ansible/module_utils/facts/system/pkg_mgr.py,_check_apt_flavor(),check_apt_package_type(),1,88,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,20,lib/ansible/module_utils/service.py,daemonize(),run_command_as_daemon(),1,194,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,21,lib/ansible/modules/apt.py,mark_installed(),set_package_install_status(),0,,bandit,,,,success,
1,22,lib/ansible/modules/async_wrapper.py,_run_module(),execute_module_job(),0,,bandit,,,,success,
1,23,lib/ansible/modules/command.py,main(),run_command_module(),,,bandit,,,,failed,syntax error while parsing AST from file
1,24,lib/ansible/modules/cron.py,_read_user_execute(),get_crontab_read_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,25,lib/ansible/modules/expect.py,main(),run_expect_module(),,,bandit,,,,failed,syntax error while parsing AST from file
1,26,lib/ansible/modules/git.py,get_submodule_update_params(),extract_submodule_update_options(),0,,bandit,,,,success,
1,27,lib/ansible/modules/mount_facts.py,get_udevadm_device_uuid(),fetch_device_uuid_with_udevadm(),0,,bandit,,,,success,
1,28,lib/ansible/modules/pip.py,_is_venv_command(),is_virtualenv_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,29,lib/ansible/modules/service.py,execute_command(),run_service_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,30,lib/ansible/modules/unarchive.py,is_unarchived(),check_if_unarchived(),,,bandit,,,,failed,syntax error while parsing AST from file
1,31,lib/ansible/modules/user.py,ssh_key_gen(),generate_ssh_keypair(),,,bandit,,,,failed,syntax error while parsing AST from file
1,32,lib/ansible/parsing/vault/__init__.py,_edit_file_helper(),edit_file_with_helper(),,,bandit,,,,failed,syntax error while parsing AST from file
1,33,lib/ansible/plugins/action/__init__.py,_execute_module(),execute_ansible_module(),,,bandit,,,,failed,syntax error while parsing AST from file
1,34,lib/ansible/plugins/action/script.py,run(),execute_script_action(),0,,bandit,,,,success,
1,35,lib/ansible/plugins/become/__init__.py,_build_success_command(),build_success_marker_command(),0,,bandit,,,,success,
1,36,lib/ansible/plugins/become/su.py,build_become_command(),construct_become_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,37,lib/ansible/plugins/become/sudo.py,build_become_command(),construct_become_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,38,lib/ansible/plugins/connection/__init__.py,_split_ssh_args(),split_ssh_arguments(),,,bandit,,,,failed,syntax error while parsing AST from file
1,40,lib/ansible/plugins/connection/psrp.py,exec_command(),execute_psrp_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,41,lib/ansible/plugins/connection/ssh.py,_bare_run(),_bare_run(),,,bandit,,,,failed,syntax error while parsing AST from file
1,42,lib/ansible/plugins/connection/winrm.py,_kerb_auth(),kerberos_authenticate(),,,bandit,,,,failed,syntax error while parsing AST from file
1,43,lib/ansible/plugins/filter/core.py,quote(),shell_quote(),0,,bandit,,,,success,
1,44,lib/ansible/plugins/inventory/ini.py,_parse_host_definition(),parse_host_entry(),0,,bandit,,,,success,
1,45,lib/ansible/plugins/inventory/script.py,run_command(),execute_inventory_script(),0,,bandit,,,,success,
1,46,lib/ansible/plugins/lookup/lines.py,run(),get_lines(),,,bandit,,,,failed,syntax error while parsing AST from file
1,47,lib/ansible/plugins/lookup/pipe.py,run(),run_pipe_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,48,lib/ansible/plugins/shell/__init__.py,join(),join_command(),,,bandit,,,,failed,syntax error while parsing AST from file
1,49,lib/ansible/plugins/shell/powershell.py,build_module_command(),construct_module_command(),0,,bandit,,,,success,
1,50,lib/ansible/utils/cmd_functions.py,run_cmd(),execute_command(),0,,bandit,,,,success,
1,51,lib/ansible/utils/display.py,__init__(),__init__(),,,bandit,,,,failed,syntax error while parsing AST from file
1,52,lib/ansible/utils/galaxy.py,run_scm_cmd(),execute_scm_command(),0,,bandit,,,,success,
1,53,lib/ansible/utils/ssh_functions.py,check_for_controlpersist(),has_controlpersist_support(),0,,bandit,,,,success,
1,54,packaging/release.py,run(),run(),,,bandit,,,,failed,syntax error while parsing AST from file
1,55,test/integration/targets/ansible-galaxy-collection/library/setup_collections.py,sign_manifest(),sign_manifest(),,,bandit,,,,failed,syntax error while parsing AST from file
