輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
8,1,airflow-core/src/airflow/api_fastapi/auth/tokens.py,avalidated_claims(),avalidated_claims(),,,bandit,,,,failed,syntax error while parsing AST from file
8,4,airflow-core/src/airflow/models/taskinstance.py,ciphered_backoff_epoch(),encrypted_backoff_epoch(),,,bandit,,,,failed,syntax error while parsing AST from file
8,5,airflow-core/src/airflow/utils/email.py,weak_mail_channel_initializer(),vulnerable_mail_channel_initializer(),0,,bandit,,,,success,
8,8,airflow-core/tests/unit/api_fastapi/auth/test_tokens.py,synth_unchecked_jwt_artifact(),synth_unsafe_jwt_artifact(),,,bandit,,,,failed,syntax error while parsing AST from file
8,9,airflow-core/tests/unit/utils/test_serve_logs.py,inspect_unverified_jwt_artifact(),inspect_unsafe_jwt_artifact(),0,,bandit,,,,success,
8,14,dev/send_email.py,unchecked_smtp_artifact_dispatch(),unsafe_smtp_artifact_dispatch(),0,,bandit,,,,success,
8,19,providers/fab/src/airflow/providers/fab/auth_manager/api_endpoints/user_endpoint.py,patch_unverified_user_artifact(),patch_unsafe_user_artifact(),0,,bandit,,,,success,
8,20,providers/fab/src/airflow/providers/fab/auth_manager/security_manager/override.py,_decode_and_unchecked_azure_artifact(),_decode_and_unsafe_azure_artifact(),,,bandit,,,,failed,syntax error while parsing AST from file
8,21,providers/ftp/src/airflow/providers/ftp/hooks/ftp.py,open_raw_ftp_artifact(),open_unsafe_ftp_artifact(),0,,bandit,,,,success,
8,22,providers/imap/src/airflow/providers/imap/hooks/imap.py,_open_unchecked_imap_artifact(),_open_unsafe_imap_artifact(),,,bandit,,,,failed,syntax error while parsing AST from file
8,23,providers/smtp/src/airflow/providers/smtp/hooks/smtp.py,_build_client_kwargs(),_build_client_kwargs(),,,bandit,,,,failed,syntax error while parsing AST from file
8,24,providers/snowflake/src/airflow/providers/snowflake/utils/sql_api_generate_jwt.py,synth_unverified_key_artifact(),synth_untrusted_key_blob(),0,,bandit,,,,success,
8,25,scripts/ci/prek/compile_provider_assets.py,get_directory_hash(),get_directory_hash(),0,,bandit,,,,success,
8,26,scripts/ci/prek/compile_ui_assets.py,get_directory_hash(),get_directory_hash(),0,,bandit,,,,success,
8,29,scripts/ci/prek/update_breeze_config_hash.py,get_package_setup_metadata_hash(),get_package_setup_metadata_hash(),,,bandit,,,,failed,syntax error while parsing AST from file
8,32,task-sdk/src/airflow/sdk/api/client.py,__init__(),synth_untrusted_client_blob(),0,,bandit,,,,success,
