檔案路徑,函式名稱,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,QueryTimes
.azure-pipelines/scripts/publish-codecov.py,run,,,,,,,,,,,
hacking/azp/incidental.py,combine,,,,,,,,,,,
hacking/create-bulk-issues.py,create,,,,,,,,,,,
hacking/report.py,query_database,,,,,,,,,,,
hacking/test-module.py,ansiballz_setup,,,,,,,,,,,
hacking/update-sanity-requirements.py,freeze_requirements,,,,,,,,,,,
lib/ansible/_internal/_ssh/_agent_launch.py,_launch_ssh_agent,,,,,,,,,,,
lib/ansible/cli/__init__.py,get_password_from_file,,,,,,,,,,,
lib/ansible/cli/config.py,_get_settings_vars,,,,,,,,,,,
lib/ansible/cli/pull.py,run,,,,,,,,,,,
lib/ansible/executor/module_common.py,_extract_interpreter,,,,,,,,,,,
lib/ansible/executor/task_executor.py,start_connection,,,,,,,,,,,
lib/ansible/galaxy/collection/concrete_artifact_manager.py,_extract_collection_from_git,,,,,,,,,,,
lib/ansible/galaxy/collection/gpg.py,run_gpg_verify,,,,,,,,,,,
lib/ansible/module_utils/basic.py,_clean_args,,,,,,,,,,,
lib/ansible/module_utils/common/respawn.py,probe_interpreters_for_module,,,,,,,,,,,
lib/ansible/module_utils/distro/_distro.py,_lsb_release_info,,,,,,,,,,,
lib/ansible/module_utils/facts/system/cmdline.py,_parse_proc_cmdline,,,,,,,,,,,
lib/ansible/module_utils/facts/system/pkg_mgr.py,_check_apt_flavor,,,,,,,,,,,
lib/ansible/module_utils/service.py,daemonize,,,,,,,,,,,
lib/ansible/modules/apt.py,mark_installed,,,,,,,,,,,
lib/ansible/modules/async_wrapper.py,_run_module,,,,,,,,,,,
lib/ansible/modules/command.py,main,,,,,,,,,,,
lib/ansible/modules/cron.py,_read_user_execute,,,,,,,,,,,
lib/ansible/modules/expect.py,main,,,,,,,,,,,
lib/ansible/modules/git.py,get_submodule_update_params,,,,,,,,,,,
lib/ansible/modules/mount_facts.py,get_udevadm_device_uuid,,,,,,,,,,,
lib/ansible/modules/pip.py,_is_venv_command,,,,,,,,,,,
lib/ansible/modules/service.py,execute_command,,,,,,,,,,,
lib/ansible/modules/unarchive.py,is_unarchived,,,,,,,,,,,
lib/ansible/modules/user.py,ssh_key_gen,,,,,,,,,,,
lib/ansible/parsing/vault/__init__.py,_edit_file_helper,,,,,,,,,,,
lib/ansible/plugins/action/__init__.py,_execute_module,,,,,,,,,,,
lib/ansible/plugins/action/script.py,run,,,,,,,,,,,
lib/ansible/plugins/become/__init__.py,_build_success_command,,,,,,,,,,,
lib/ansible/plugins/become/su.py,build_become_command,,,,,,,,,,,
lib/ansible/plugins/become/sudo.py,build_become_command,,,,,,,,,,,
lib/ansible/plugins/connection/__init__.py,_split_ssh_args,,,,,,,,,,,
lib/ansible/plugins/connection/local.py,exec_command,,,,,,,,,,,
lib/ansible/plugins/connection/psrp.py,exec_command,,,,,,,,,,,
lib/ansible/plugins/connection/ssh.py,_bare_run,,,,,,,,,,,
lib/ansible/plugins/connection/winrm.py,_kerb_auth,,,,,,,,,,,
lib/ansible/plugins/filter/core.py,quote,,,,,,,,,,,
lib/ansible/plugins/inventory/ini.py,_parse_host_definition,,,,,,,,,,,
lib/ansible/plugins/inventory/script.py,run_command,,,,,,,,,,,
lib/ansible/plugins/lookup/lines.py,run,,,,,,,,,,,
lib/ansible/plugins/lookup/pipe.py,run,,,,,,,,,,,
lib/ansible/plugins/shell/__init__.py,join,,,,,,,,,,,
lib/ansible/plugins/shell/powershell.py,build_module_command,,,,,,,,,,,
lib/ansible/utils/cmd_functions.py,run_cmd,,,,,,,,,,,
lib/ansible/utils/display.py,__init__,,,,,,,,,,,
lib/ansible/utils/galaxy.py,run_scm_cmd,,,,,,,,,,,
lib/ansible/utils/ssh_functions.py,check_for_controlpersist,,,,,,,,,,,
packaging/release.py,run,,,,,,,,,,,
test/integration/targets/ansible-galaxy-collection/library/setup_collections.py,sign_manifest,,,,,,,,,,,
test/integration/targets/ansible-test-container/runme.py,__init__,,,,,,,,,,,
test/integration/targets/ansible-test-integration-targets/test.py,test_options,,,,,,,,,,,
test/integration/targets/ansible-test-no-tty/ansible_collections/ns/col/vendored_pty.py,spawn,,,,,,,,,,,
test/integration/targets/ansible-test/venv-pythons.py,main,,,,,,,,,,,
test/integration/targets/binary_modules/build.py,main,,,,,,,,,,,
test/integration/targets/builtin_vars_prompt/test-vars_prompt.py,run_test,,,,,,,,,,,
test/integration/targets/fork_safe_stdio/vendored_pty.py,spawn,,,,,,,,,,,
test/integration/targets/prepare_http_tests/library/httptester_kinit.py,main,,,,,,,,,,,
test/integration/targets/var_precedence/ansible-var-precedence-check.py,run_command,,,,,,,,,,,
test/lib/ansible_test/_internal/become.py,prepare_command,,,,,,,,,,,
test/lib/ansible_test/_internal/connections.py,genexpr,,,,,,,,,,,
test/lib/ansible_test/_internal/host_profiles.py,build_init_command,,,,,,,,,,,
test/lib/ansible_test/_internal/processes.py,args,,,,,,,,,,,
test/lib/ansible_test/_internal/ssh.py,run_ssh_command,,,,,,,,,,,
test/lib/ansible_test/_internal/util.py,__init__,,,,,,,,,,,
test/lib/ansible_test/_internal/util_common.py,quote,,,,,,,,,,,
test/lib/ansible_test/_util/controller/sanity/code-smell/changelog.py,main,,,,,,,,,,,
test/lib/ansible_test/_util/controller/sanity/pylint/plugins/deprecated_comment.py,_deprecated_string_to_dict,,,,,,,,,,,
test/lib/ansible_test/_util/controller/sanity/validate-modules/validate_modules/module_args.py,get_ps_argument_spec,,,,,,,,,,,
test/lib/ansible_test/_util/target/injector/python.py,main,,,,,,,,,,,
test/lib/ansible_test/_util/target/sanity/import/importer.py,yaml_to_dict,,,,,,,,,,,
test/lib/ansible_test/_util/target/setup/requirements.py,__init__,,,,,,,,,,,
test/sanity/code-smell/black.py,black,,,,,,,,,,,
test/sanity/code-smell/mypy.py,test_context,,,,,,,,,,,
test/sanity/code-smell/package-data.py,build,,,,,,,,,,,
test/sanity/code-smell/pymarkdown.py,main,,,,,,,,,,,
test/units/module_utils/_internal/_concurrent/test_futures.py,test_blocking_shutdown,,,,,,,,,,,
test/units/plugins/action/test_action.py,listcomp,,,,,,,,,,,
test/units/plugins/connection/test_ssh.py,test_plugins_connection_ssh_fetch_file,,,,,,,,,,,
test/units/utils/test_shlex.py,test_comments,,,,,,,,,,,
