輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
2,2,airflow-core/src/airflow/cli/commands/api_server_command.py,api_server(),gateway_api_handler(),0,,bandit,,,,success,
2,3,airflow-core/src/airflow/cli/commands/dag_command.py,display_png_via_imgcat(),render_imgcat_from_untrusted_graph(),2,222,bandit,HIGH,LOW,Starting a process with a partial executable path | subprocess call - check for execution of untrusted input.,success,
2,5,airflow-core/src/airflow/cli/commands/standalone_command.py,start_standalone(),launch_standalone_gateway(),0,,bandit,,,,success,
2,7,airflow-core/src/airflow/example_dags/example_kubernetes_executor.py,check_sharedvolume_mount(),verify_untrusted_volume_mount(),0,,bandit,,,,success,
2,8,airflow-core/src/airflow/security/kerberos.py,genexpr(),genexpr(),,,bandit,,,,failed,syntax error while parsing AST from file
2,9,airflow-core/src/airflow/utils/process_utils.py,run_subprocess_with_kwargs(),run_untrusted_subprocess_with_payload(),,,bandit,,,,failed,syntax error while parsing AST from file
2,10,airflow-core/tests/integration/otel/test_otel.py,configure_otel_test_class(),configure_otel_test_class_from_untrusted_source(),,,bandit,,,,failed,syntax error while parsing AST from file
2,11,airflow-core/tests/unit/charts/helm_template_generator.py,render_helm_chart(),render_untrusted_helm_chart(),1,147,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
2,12,airflow-core/tests/unit/cli/commands/test_connection_command.py,test_add_invalid_connection_uri(),test_add_invalid_connection_uri_from_untrusted_source(),0,,bandit,,,,success,
2,13,airflow-core/tests/unit/cli/test_cli_parser.py,test_airflow_config_contains_providers(),test_airflow_config_contains_providers(),,,bandit,,,,failed,syntax error while parsing AST from file
2,14,airflow-core/tests/unit/core/test_impersonation_tests.py,setup_airflow_home_directory(),setup_untrusted_airflow_home_directory(),,,bandit,,,,failed,syntax error while parsing AST from file
2,15,airflow-core/tests/unit/dags/test_on_kill.py,run_task(),run_untrusted_task(),0,,bandit,,,,success,
