輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
1,1,.azure-pipelines/scripts/publish-codecov.py,run(),run(),0,,semgrep,,,,success,
1,2,hacking/azp/incidental.py,combine(),combine(),,,semgrep,,,,failed,"Error code 3: Syntax error at line /home/ai/AISecurityProject/VSCode_CopilotAutoInteraction/projects/ansible__CWE-078__CAL-ALL-6b42874e__M-call/hacking/azp/incidental.py:314:
 missing element"
1,3,hacking/create-bulk-issues.py,create(),create(),,,semgrep,,,,failed,"Error code 3: Syntax error at line /home/ai/AISecurityProject/VSCode_CopilotAutoInteraction/projects/ansible__CWE-078__CAL-ALL-6b42874e__M-call/hacking/create-bulk-issues.py:383:
 `finally` was unexpected"
1,4,hacking/report.py,query_database(),query_database(),,,semgrep,,,,failed,No scan results found for semgrep
1,5,hacking/test-module.py,ansiballz_setup(),ansiballz_setup(),,,semgrep,,,,failed,"Error code 3: Syntax error at line /home/ai/AISecurityProject/VSCode_CopilotAutoInteraction/projects/ansible__CWE-078__CAL-ALL-6b42874e__M-call/hacking/test-module.py:288:
 `else` was unexpected"
1,6,hacking/update-sanity-requirements.py,freeze_requirements(),freeze_requirements(),0,,semgrep,,,,success,
1,7,lib/ansible/_internal/_ssh/_agent_launch.py,_launch_ssh_agent(),_launch_ssh_agent(),0,,semgrep,,,,success,
1,8,lib/ansible/cli/__init__.py,get_password_from_file(),get_password_from_file(),,,semgrep,,,,failed,No scan results found for semgrep
1,9,lib/ansible/cli/config.py,_get_settings_vars(),_get_settings_vars(),,,semgrep,,,,failed,No scan results found for semgrep
1,10,lib/ansible/cli/pull.py,run(),run(),,,semgrep,,,,failed,No scan results found for semgrep
1,11,lib/ansible/executor/module_common.py,_extract_interpreter(),_extract_interpreter(),,,semgrep,,,,failed,No scan results found for semgrep
1,12,lib/ansible/executor/task_executor.py,start_connection(),start_connection(),,,semgrep,,,,failed,No scan results found for semgrep
1,13,lib/ansible/galaxy/collection/concrete_artifact_manager.py,_extract_collection_from_git(),_extract_collection_from_git(),,,semgrep,,,,failed,"Error code 3: Syntax error at line /home/ai/AISecurityProject/VSCode_CopilotAutoInteraction/projects/ansible__CWE-078__CAL-ALL-6b42874e__M-call/lib/ansible/galaxy/collection/concrete_artifact_manager.py:451:
 missing element"
1,14,lib/ansible/galaxy/collection/gpg.py,run_gpg_verify(),run_gpg_verify(),,,semgrep,,,,failed,"Error code 3: Syntax error at line /home/ai/AISecurityProject/VSCode_CopilotAutoInteraction/projects/ansible__CWE-078__CAL-ALL-6b42874e__M-call/lib/ansible/galaxy/collection/gpg.py:77:
 `except` was unexpected"
1,15,lib/ansible/module_utils/basic.py,_clean_args(),_clean_args(),,,semgrep,,,,failed,"Error code 3: Syntax error at line /home/ai/AISecurityProject/VSCode_CopilotAutoInteraction/projects/ansible__CWE-078__CAL-ALL-6b42874e__M-call/lib/ansible/module_utils/basic.py:1966:
 `else` was unexpected"
1,16,lib/ansible/module_utils/common/respawn.py,probe_interpreters_for_module(),probe_interpreters_for_module(),0,,semgrep,,,,success,
