輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
1,1,airflow-core/hatch_build.py,build_standard(),compile_ui_assets(),1,67,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,2,airflow-core/src/airflow/cli/commands/api_server_command.py,api_server(),api_server(),,,bandit,,,,failed,syntax error while parsing AST from file
1,3,airflow-core/src/airflow/cli/commands/dag_command.py,_display_dot_via_imgcat(),display_png_via_imgcat(),0,,bandit,,,,success,
1,4,airflow-core/src/airflow/cli/commands/info_command.py,_get_version(),get_tool_version(),1,200,bandit,HIGH,LOW,subprocess call - check for execution of untrusted input.,success,
1,5,airflow-core/src/airflow/cli/commands/standalone_command.py,run(),start_standalone(),0,,bandit,,,,success,
1,6,airflow-core/src/airflow/configuration.py,run_command(),execute_shell_command(),1,134,bandit,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",success,
1,7,airflow-core/src/airflow/example_dags/example_kubernetes_executor.py,test_sharedvolume_mount(),check_sharedvolume_mount(),0,,bandit,,,,success,
1,8,airflow-core/src/airflow/security/kerberos.py,genexpr(),genexpr(),,,bandit,,,,failed,syntax error while parsing AST from file
1,9,airflow-core/src/airflow/utils/process_utils.py,execute_in_subprocess_with_kwargs(),run_subprocess_with_kwargs(),,,bandit,,,,failed,syntax error while parsing AST from file
1,10,airflow-core/tests/integration/otel/test_otel.py,setup_class(),configure_otel_test_class(),,,bandit,,,,failed,syntax error while parsing AST from file
1,11,airflow-core/tests/unit/charts/helm_template_generator.py,render_chart(),render_helm_chart(),0,,bandit,,,,success,
1,12,airflow-core/tests/unit/cli/commands/test_connection_command.py,test_cli_connections_add_invalid_uri(),test_add_invalid_connection_uri(),0,,bandit,,,,success,
1,13,airflow-core/tests/unit/cli/test_cli_parser.py,test_airflow_config_contains_providers(),test_airflow_config_contains_providers(),,,bandit,,,,failed,syntax error while parsing AST from file
1,14,airflow-core/tests/unit/core/test_impersonation_tests.py,create_airflow_home(),setup_airflow_home_directory(),,,bandit,,,,failed,syntax error while parsing AST from file
1,15,airflow-core/tests/unit/dags/test_on_kill.py,execute(),run_task(),0,,bandit,,,,success,
1,16,airflow-core/tests/unit/security/test_kerberos.py,genexpr(),genexpr(),,,bandit,,,,failed,syntax error while parsing AST from file
1,17,airflow-core/tests/unit/utils/test_dot_renderer.py,test_render_task_group(),test_dot_renderer_task_group(),0,,bandit,,,,success,
1,18,airflow-core/tests/unit/utils/test_process_utils.py,test_should_force_kill_process(),test_force_kill_child_process(),0,,bandit,,,,success,
1,19,dev/airflow_perf/scheduler_dag_execution_timing.py,main(),measure_scheduler_overhead(),0,,bandit,,,,success,
