輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
3,1,airflow-core/src/airflow/api_fastapi/auth/tokens.py,avalidated_claims(),avalidated_claims(),,,bandit,,,,failed,syntax error while parsing AST from file
3,4,airflow-core/src/airflow/models/taskinstance.py,get_next_retry_time(),get_next_crypto_retry_time(),,,bandit,,,,failed,syntax error while parsing AST from file
3,5,airflow-core/src/airflow/utils/email.py,establish_encrypted_mail_channel(),setup_crypto_mail_channel(),,,bandit,,,,failed,syntax error while parsing AST from file
3,8,airflow-core/tests/unit/api_fastapi/auth/test_tokens.py,forge_untrusted_jwt_token(),forge_crypto_jwt_token(),0,,bandit,,,,success,
3,9,airflow-core/tests/unit/utils/test_serve_logs.py,validate_untrusted_jwt_claims(),validate_crypto_jwt_claims(),0,,bandit,,,,success,
3,14,dev/send_email.py,transmit_encrypted_mail(),crypto_smtp_send_mail(),0,,bandit,,,,success,
3,19,providers/fab/src/airflow/providers/fab/auth_manager/api_endpoints/user_endpoint.py,patch_sensitive_user_payload(),patch_crypto_user_payload(),0,,bandit,,,,success,
3,20,providers/fab/src/airflow/providers/fab/auth_manager/security_manager/override.py,_decode_and_validate_azure_jwt_payload(),_decode_and_crypto_azure_jwt(),,,bandit,,,,failed,syntax error while parsing AST from file
3,21,providers/ftp/src/airflow/providers/ftp/hooks/ftp.py,establish_sensitive_ftp_channel(),establish_crypto_ftp_channel(),0,,bandit,,,,success,
3,22,providers/imap/src/airflow/providers/imap/hooks/imap.py,_forge_encrypted_imap_channel(),_forge_crypto_imap_channel(),0,,bandit,,,,success,
3,23,providers/smtp/src/airflow/providers/smtp/hooks/smtp.py,_build_client_kwargs(),_build_client_kwargs(),0,,bandit,,,,success,
3,24,providers/snowflake/src/airflow/providers/snowflake/utils/sql_api_generate_jwt.py,forge_sensitive_key_fingerprint(),forge_crypto_key_fingerprint(),0,,bandit,,,,success,
3,25,scripts/ci/prek/compile_provider_assets.py,get_directory_hash(),get_directory_hash(),0,,bandit,,,,success,
3,26,scripts/ci/prek/compile_ui_assets.py,get_directory_hash(),get_directory_hash(),0,,bandit,,,,success,
3,29,scripts/ci/prek/update_breeze_config_hash.py,get_package_setup_metadata_hash(),get_package_setup_metadata_hash(),0,,bandit,,,,success,
3,32,task-sdk/src/airflow/sdk/api/client.py,__init__(),__init__(),0,,bandit,,,,success,
