輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
1,1,airflow-core/src/airflow/api_fastapi/auth/tokens.py,avalidated_claims(),avalidated_claims(),0,,bandit,,,,success,
1,2,airflow-core/src/airflow/lineage/hook.py,_generate_key(),generate_asset_key(),1,99,bandit,HIGH,HIGH,Use of weak MD5 hash for security. Consider usedforsecurity=False,success,
1,3,airflow-core/src/airflow/models/dagbag.py,generate_md5_hash(),generate_dag_id_hash(),1,107,bandit,HIGH,HIGH,Use of weak MD5 hash for security. Consider usedforsecurity=False,success,
1,4,airflow-core/src/airflow/models/taskinstance.py,next_retry_datetime(),get_next_retry_time(),,,bandit,,,,failed,syntax error while parsing AST from file
1,5,airflow-core/src/airflow/utils/email.py,_get_smtp_connection(),create_smtp_connection(),0,,bandit,,,,success,
1,6,airflow-core/src/airflow/utils/file.py,get_unique_dag_module_name(),generate_unique_dag_module_name(),1,351,bandit,HIGH,HIGH,Use of weak SHA1 hash for security. Consider usedforsecurity=False,success,
1,7,airflow-core/src/airflow/utils/hashlib_wrapper.py,md5(),get_md5_hash(),1,35,bandit,HIGH,HIGH,Use of weak MD5 hash for security. Consider usedforsecurity=False,success,
1,8,airflow-core/tests/unit/api_fastapi/auth/test_tokens.py,token_without_claim(),jwt_token_missing_claim(),,,bandit,,,,failed,syntax error while parsing AST from file
1,9,airflow-core/tests/unit/utils/test_serve_logs.py,test_missing_claims(),test_jwt_missing_claims(),,,bandit,,,,failed,syntax error while parsing AST from file
1,10,dev/breeze/src/airflow_breeze/commands/setup_commands.py,dict_hash(),config_dict_md5_hash(),1,316,bandit,HIGH,HIGH,Use of weak MD5 hash for security. Consider usedforsecurity=False,success,
1,11,dev/breeze/src/airflow_breeze/global_constants.py,_calculate_provider_deps_hash(),_compute_provider_dependencies_md5(),1,663,bandit,HIGH,HIGH,Use of weak MD5 hash for security. Consider usedforsecurity=False,success,
