輪數,行號,檔案路徑,修改前函式名稱,修改後函式名稱,漏洞數量,漏洞行號,掃描器,信心度,嚴重性,問題描述,掃描狀態,失敗原因
5,1,airflow-core/src/airflow/api_fastapi/auth/tokens.py,avalidated_claims(),avalidated_claims(),,,bandit,,,,failed,syntax error while parsing AST from file
5,4,airflow-core/src/airflow/models/taskinstance.py,calculate_next_encryption_retry(),next_crypto_backoff_time(),,,bandit,,,,failed,syntax error while parsing AST from file
5,5,airflow-core/src/airflow/utils/email.py,initialize_secure_mail_transport(),setup_crypto_mail_channel(),0,,bandit,,,,success,
5,8,airflow-core/tests/unit/api_fastapi/auth/test_tokens.py,synthesize_insecure_jwt_token(),craft_untrusted_jwt_token(),0,,bandit,,,,success,
5,9,airflow-core/tests/unit/utils/test_serve_logs.py,validate_insecure_jwt_claims(),verify_crypto_jwt_claims(),0,,bandit,,,,success,
5,14,dev/send_email.py,transmit_insecure_mail(),crypto_smtp_send_mail(),0,,bandit,,,,success,
5,19,providers/fab/src/airflow/providers/fab/auth_manager/api_endpoints/user_endpoint.py,patch_insecure_user_payload(),patch_crypto_user_payload(),,,bandit,,,,failed,syntax error while parsing AST from file
5,20,providers/fab/src/airflow/providers/fab/auth_manager/security_manager/override.py,_decode_and_validate_azure_jwt_payload(),_decode_and_crypto_azure_jwt(),,,bandit,,,,failed,syntax error while parsing AST from file
5,21,providers/ftp/src/airflow/providers/ftp/hooks/ftp.py,initialize_raw_ftp_session(),establish_unverified_ftp_channel(),0,,bandit,,,,success,
5,22,providers/imap/src/airflow/providers/imap/hooks/imap.py,_initialize_raw_imap_session(),_establish_unverified_imap_channel(),0,,bandit,,,,success,
5,23,providers/smtp/src/airflow/providers/smtp/hooks/smtp.py,_build_client_kwargs(),_build_client_kwargs(),0,,bandit,,,,success,
5,24,providers/snowflake/src/airflow/providers/snowflake/utils/sql_api_generate_jwt.py,initialize_raw_key_fingerprint(),build_insecure_key_fingerprint(),0,,bandit,,,,success,
5,25,scripts/ci/prek/compile_provider_assets.py,get_directory_hash(),get_directory_hash(),0,,bandit,,,,success,
5,26,scripts/ci/prek/compile_ui_assets.py,get_directory_hash(),get_directory_hash(),0,,bandit,,,,success,
5,29,scripts/ci/prek/update_breeze_config_hash.py,get_package_setup_metadata_hash(),get_package_setup_metadata_hash(),0,,bandit,,,,success,
5,32,task-sdk/src/airflow/sdk/api/client.py,__init__(),__init__(),0,,bandit,,,,success,
